incident_id,category,priority,status,created_date,resolved_date,resolution_time_hours,standard_process,actual_process,process_deviation,assignee,description
INC00050,Network,High,Resolved,2025-09-11 23:50:32,2025-09-12 09:14:48,9.4,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_5,Sample network incident requiring resolution
INC00051,Hardware,Low,Resolved,2025-09-12 23:50:32,2025-09-15 17:33:24,65.71,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Extended Testing -> Hardware Replacement -> Testing -> Resolution,Yes,Technician_7,Sample hardware incident requiring resolution
INC00052,Hardware,Medium,Resolved,2025-09-19 23:50:32,2025-09-20 21:34:35,21.73,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_16,Sample hardware incident requiring resolution
INC00053,Hardware,Low,Resolved,2025-10-08 23:50:32,2025-10-11 06:09:56,54.32,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_2,Sample hardware incident requiring resolution
INC00054,Network,High,Resolved,2025-09-16 23:50:32,2025-09-17 08:36:51,8.77,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Solution Implementation -> Root Cause Identification -> Testing -> Resolution,Yes,Technician_18,Sample network incident requiring resolution
INC00055,Security,Low,Resolved,2025-10-07 23:50:32,2025-10-10 10:28:47,58.64,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Extended Testing -> Resolution,Yes,Technician_12,Sample security incident requiring resolution
INC00056,User Support,Medium,Resolved,2025-09-27 23:50:32,2025-09-29 03:40:20,27.83,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> User Training -> Solution Implementation -> Resolution,Yes,Technician_2,Sample user support incident requiring resolution
INC00057,Hardware,Medium,Resolved,2025-09-19 23:50:32,2025-09-20 20:01:44,20.19,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_18,Sample hardware incident requiring resolution
INC00058,Security,Medium,Resolved,2025-09-11 23:50:32,2025-09-13 03:20:32,27.5,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_6,Sample security incident requiring resolution
INC00059,Security,Low,Resolved,2025-10-05 23:50:32,2025-10-07 20:37:12,44.78,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_14,Sample security incident requiring resolution
INC00060,Application,High,Resolved,2025-10-05 23:50:32,2025-10-06 06:35:17,6.75,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_2,Sample application incident requiring resolution
INC00061,Security,Medium,Resolved,2025-10-04 23:50:32,2025-10-05 23:27:40,23.62,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_10,Sample security incident requiring resolution
INC00062,Application,Medium,Resolved,2025-10-10 23:50:32,2025-10-11 22:52:03,23.03,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_9,Sample application incident requiring resolution
INC00063,Network,High,Resolved,2025-09-29 23:50:32,2025-09-30 07:31:16,7.68,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_18,Sample network incident requiring resolution
INC00064,Hardware,Low,Resolved,2025-10-07 23:50:32,2025-10-09 19:15:27,43.42,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_19,Sample hardware incident requiring resolution
INC00065,Hardware,Low,Resolved,2025-10-07 23:50:32,2025-10-09 20:52:45,45.04,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_11,Sample hardware incident requiring resolution
INC00066,Security,Low,Resolved,2025-09-28 23:50:32,2025-09-30 17:53:30,42.05,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_2,Sample security incident requiring resolution
INC00067,Security,Low,Resolved,2025-09-24 23:50:32,2025-09-27 00:34:49,48.74,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_7,Sample security incident requiring resolution
INC00068,Hardware,Critical,Resolved,2025-10-08 23:50:32,2025-10-09 02:10:43,2.34,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_20,Sample hardware incident requiring resolution
INC00069,Hardware,Low,Resolved,2025-09-17 23:50:32,2025-09-19 23:58:44,48.14,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_14,Sample hardware incident requiring resolution
INC00070,Hardware,Critical,Resolved,2025-09-18 23:50:32,2025-09-19 01:32:38,1.7,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_14,Sample hardware incident requiring resolution
INC00071,Security,Medium,Resolved,2025-09-21 23:50:32,2025-09-22 22:56:26,23.1,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_1,Sample security incident requiring resolution
INC00072,Hardware,High,Resolved,2025-10-04 23:50:32,2025-10-05 08:05:53,8.26,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_11,Sample hardware incident requiring resolution
INC00073,Security,Critical,Resolved,2025-09-26 23:50:32,2025-09-27 01:51:04,2.01,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_6,Sample security incident requiring resolution
INC00074,Network,High,Resolved,2025-09-24 23:50:32,2025-09-25 08:13:25,8.38,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_3,Sample network incident requiring resolution
INC00075,Application,High,Resolved,2025-10-03 23:50:32,2025-10-04 06:42:49,6.87,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_2,Sample application incident requiring resolution
INC00076,Application,Critical,Resolved,2025-09-21 23:50:32,2025-09-22 01:30:01,1.66,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_14,Sample application incident requiring resolution
INC00077,User Support,Medium,Resolved,2025-09-18 23:50:32,2025-09-19 23:47:17,23.95,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_8,Sample user support incident requiring resolution
INC00078,Application,Low,Resolved,2025-09-12 23:50:32,2025-09-15 05:01:37,53.18,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_4,Sample application incident requiring resolution
INC00079,Security,Medium,Resolved,2025-10-05 23:50:32,2025-10-07 01:43:22,25.88,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_15,Sample security incident requiring resolution
INC00080,Network,Medium,Resolved,2025-09-11 23:50:32,2025-09-12 23:25:27,23.58,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_15,Sample network incident requiring resolution
INC00081,User Support,High,Resolved,2025-09-16 23:50:32,2025-09-17 08:12:09,8.36,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_17,Sample user support incident requiring resolution
INC00082,Security,Critical,Resolved,2025-09-12 23:50:32,2025-09-13 01:38:58,1.81,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Resolution -> Security Validation,Yes,Technician_8,Sample security incident requiring resolution
INC00083,Hardware,Critical,Resolved,2025-09-20 23:50:32,2025-09-21 01:47:38,1.95,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_10,Sample hardware incident requiring resolution
INC00084,Application,High,Resolved,2025-09-30 23:50:32,2025-10-01 07:58:14,8.13,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_5,Sample application incident requiring resolution
INC00085,Application,Medium,Resolved,2025-09-28 23:50:32,2025-09-30 01:49:25,25.98,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_3,Sample application incident requiring resolution
INC00086,Security,Critical,Resolved,2025-09-30 23:50:32,2025-10-01 01:46:29,1.93,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_7,Sample security incident requiring resolution
INC00087,Security,Critical,Resolved,2025-09-12 23:50:32,2025-09-13 02:11:56,2.36,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_1,Sample security incident requiring resolution
INC00088,User Support,Critical,Resolved,2025-09-25 23:50:32,2025-09-26 02:02:42,2.2,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> User Training -> Solution Implementation -> Resolution,Yes,Technician_14,Sample user support incident requiring resolution
INC00089,User Support,Medium,Resolved,2025-09-25 23:50:32,2025-09-26 23:13:34,23.38,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_1,Sample user support incident requiring resolution
INC00090,Security,High,Resolved,2025-09-19 23:50:32,2025-09-20 07:32:09,7.69,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_6,Sample security incident requiring resolution
INC00091,Security,Medium,Resolved,2025-09-21 23:50:32,2025-09-23 03:44:55,27.91,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,Initial Assignment -> Security Assessment -> Threat Analysis -> Mitigation Implementation -> Security Validation -> Resolution,No,Technician_19,Sample security incident requiring resolution
INC00092,User Support,Low,Resolved,2025-10-08 23:50:32,2025-10-10 16:50:51,41.01,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_15,Sample user support incident requiring resolution
INC00093,Application,Low,Resolved,2025-10-02 23:50:32,2025-10-04 18:18:22,42.46,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_11,Sample application incident requiring resolution
INC00094,Hardware,Critical,Resolved,2025-10-02 23:50:32,2025-10-03 02:06:28,2.27,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,Initial Assignment -> Hardware Diagnosis -> Part Ordering -> Hardware Replacement -> Testing -> Resolution,No,Technician_9,Sample hardware incident requiring resolution
INC00095,Network,Critical,Resolved,2025-10-10 23:50:32,2025-10-11 01:29:02,1.64,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,Initial Assignment -> Network Analysis -> Root Cause Identification -> Solution Implementation -> Testing -> Resolution,No,Technician_12,Sample network incident requiring resolution
INC00096,Application,Low,Resolved,2025-09-16 23:50:32,2025-09-18 15:00:54,39.17,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,No,Technician_1,Sample application incident requiring resolution
INC00097,Application,Medium,Resolved,2025-09-14 23:50:32,2025-09-16 06:27:35,30.62,Initial Assignment -> Application Analysis -> Code Review -> Bug Fix -> Testing -> Deployment -> Resolution,Initial Assignment -> Application Analysis -> Bug Fix -> Testing -> Deployment -> Resolution,Yes,Technician_4,Sample application incident requiring resolution
INC00098,User Support,Medium,Resolved,2025-09-26 23:50:32,2025-09-28 02:24:16,26.56,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_6,Sample user support incident requiring resolution
INC00099,User Support,Low,Resolved,2025-09-16 23:50:32,2025-09-19 08:45:53,56.92,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_4,Sample user support incident requiring resolution
INC00100,User Support,Low,Resolved,2025-09-11 23:50:32,2025-09-14 03:14:50,51.41,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,Initial Assignment -> User Interview -> Problem Diagnosis -> Solution Implementation -> User Training -> Resolution,No,Technician_13,Sample user support incident requiring resolution
